chembl_id
CHEMBL14
CHEMBL433
CHEMBL74
CHEMBL501
CHEMBL605
CHEMBL675
CHEMBL688
CHEMBL690
CHEMBL738
CHEMBL30219
CHEMBL748
CHEMBL754
CHEMBL786
CHEMBL812
CHEMBL43128
CHEMBL843
CHEMBL296913
CHEMBL48582
CHEMBL299400
CHEMBL904
CHEMBL915
CHEMBL919
CHEMBL928
CHEMBL929
CHEMBL937
CHEMBL944
CHEMBL58510
CHEMBL962
CHEMBL971
CHEMBL975
CHEMBL64894
CHEMBL983
CHEMBL65375
CHEMBL995
CHEMBL1003
CHEMBL1010
CHEMBL1026
CHEMBL1034
CHEMBL421701
CHEMBL1060
CHEMBL1092
CHEMBL1116
CHEMBL1126
CHEMBL1128
CHEMBL1133
CHEMBL1134
CHEMBL1141
CHEMBL113178
CHEMBL419213
CHEMBL1184
CHEMBL338975
CHEMBL121663
CHEMBL1202
CHEMBL1223
CHEMBL1232
CHEMBL1240
CHEMBL1245
CHEMBL1275
CHEMBL1280
CHEMBL149972
CHEMBL346235
CHEMBL1339
CHEMBL1345
CHEMBL177367
CHEMBL1355
CHEMBL1356
CHEMBL1357
CHEMBL1368
CHEMBL186314
CHEMBL361506
CHEMBL203321
CHEMBL1409
CHEMBL211471
CHEMBL1439
CHEMBL227529
CHEMBL1446
CHEMBL233406
CHEMBL1529
CHEMBL1538
CHEMBL405110
CHEMBL1555
CHEMBL1557
CHEMBL1558
CHEMBL1559
CHEMBL1563
CHEMBL511142
CHEMBL1564
CHEMBL529437
CHEMBL1567
CHEMBL1569
CHEMBL1578
CHEMBL1588
CHEMBL454950
CHEMBL1607
CHEMBL1611
CHEMBL359744
CHEMBL1618
CHEMBL1620
CHEMBL518520
CHEMBL1632
CHEMBL1633
CHEMBL1637
CHEMBL1642
CHEMBL1653
CHEMBL1654
CHEMBL1659
CHEMBL523299
CHEMBL1664
CHEMBL1671
CHEMBL1677
CHEMBL1678
CHEMBL490665
CHEMBL1689
CHEMBL1690
CHEMBL535650
CHEMBL1691
CHEMBL542541
CHEMBL544665
CHEMBL1692
CHEMBL1693
CHEMBL1694
CHEMBL1695
CHEMBL1696
CHEMBL1697
CHEMBL1698
CHEMBL1699
CHEMBL1700
CHEMBL1701
CHEMBL1702
CHEMBL1703
CHEMBL1705
CHEMBL1706
CHEMBL1707
CHEMBL1709
CHEMBL535396
CHEMBL1711
CHEMBL1713
CHEMBL1714
CHEMBL1715
CHEMBL1716
CHEMBL1717
CHEMBL1718
CHEMBL539770
CHEMBL1719
CHEMBL1720
CHEMBL1722
CHEMBL1723
CHEMBL1724
CHEMBL1728
CHEMBL561157
CHEMBL551466
CHEMBL550495
CHEMBL550755
CHEMBL1746
CHEMBL1749
CHEMBL1761
CHEMBL1768
CHEMBL1769
CHEMBL1770
CHEMBL591665
CHEMBL606260
CHEMBL43708
CHEMBL1079742
CHEMBL1095292
CHEMBL1098285
CHEMBL1083385
CHEMBL1200321
CHEMBL1200322
CHEMBL1200323
CHEMBL1200326
CHEMBL1200328
CHEMBL1200329
CHEMBL1200330
CHEMBL1200331
CHEMBL1200332
CHEMBL1200334
CHEMBL1200338
CHEMBL1200339
CHEMBL1200340
CHEMBL1200341
CHEMBL1200343
CHEMBL1200345
CHEMBL1200347
CHEMBL1200348
CHEMBL1200351
CHEMBL1200354
CHEMBL1200357
CHEMBL1200358
CHEMBL1200360
CHEMBL1200365
CHEMBL1200366
CHEMBL1200367
CHEMBL1200375
CHEMBL1200377
CHEMBL1200379
CHEMBL1200380
CHEMBL1200381
CHEMBL1200382
CHEMBL1200383
CHEMBL1200385
CHEMBL1200387
CHEMBL1200388
CHEMBL1200389
CHEMBL1200392
CHEMBL1200393
CHEMBL1200395
CHEMBL1200396
CHEMBL1200397
CHEMBL1200398
CHEMBL1200399
CHEMBL1200400
CHEMBL1200402
CHEMBL1200405
CHEMBL1200406
CHEMBL1200409
CHEMBL1200410
CHEMBL1200411
CHEMBL1200413
CHEMBL1200418
CHEMBL1200419
CHEMBL1200420
CHEMBL1200424
CHEMBL1200425
CHEMBL1200426
CHEMBL1200432
CHEMBL1200434
CHEMBL1200437
CHEMBL1200439
CHEMBL1200440
CHEMBL1200444
CHEMBL1200446
CHEMBL1200448
CHEMBL1200454
CHEMBL1200458
CHEMBL1200459
CHEMBL1200461
CHEMBL1200463
CHEMBL1200464
CHEMBL1200469
CHEMBL1200470
CHEMBL1200471
CHEMBL1200473
CHEMBL1200474
CHEMBL1200477
CHEMBL1200478
CHEMBL1200479
CHEMBL1200483
CHEMBL1200487
CHEMBL1200491
CHEMBL1200492
CHEMBL1200493
CHEMBL1200494
CHEMBL1200495
CHEMBL1200497
CHEMBL1200521
CHEMBL1200523
CHEMBL1200530
CHEMBL1200531
CHEMBL1200532
CHEMBL1200534
CHEMBL1200539
CHEMBL1200543
CHEMBL1200544
CHEMBL1200550
CHEMBL1200560
CHEMBL1200561
CHEMBL1200563
CHEMBL1200569
CHEMBL1200577
CHEMBL1200578
CHEMBL1200580
CHEMBL1200582
CHEMBL1200584
CHEMBL1200586
CHEMBL1200588
CHEMBL1200595
CHEMBL1200597
CHEMBL1200599
CHEMBL1200601
CHEMBL1200606
CHEMBL1200609
CHEMBL1200610
CHEMBL1200612
CHEMBL1200613
CHEMBL1200616
CHEMBL1200618
CHEMBL1200621
CHEMBL1200625
CHEMBL1200630
CHEMBL1200635
CHEMBL1200636
CHEMBL1200638
CHEMBL1200654
CHEMBL1200659
CHEMBL1200664
CHEMBL1200665
CHEMBL1200668
CHEMBL1200673
CHEMBL1200675
CHEMBL1200679
CHEMBL1200680
CHEMBL1200682
CHEMBL1200685
CHEMBL1200691
CHEMBL1200695
CHEMBL1200696
CHEMBL1200699
CHEMBL1200701
CHEMBL1200703
CHEMBL1200705
CHEMBL1200707
CHEMBL1200710
CHEMBL1200715
CHEMBL1200721
CHEMBL1200724
CHEMBL1200725
CHEMBL1200727
CHEMBL1200729
CHEMBL1200735
CHEMBL1200745
CHEMBL1200747
CHEMBL1200748
CHEMBL1200749
CHEMBL1200750
CHEMBL1200751
CHEMBL1200756
CHEMBL1200758
CHEMBL1200759
CHEMBL1200760
CHEMBL1200762
CHEMBL1200763
CHEMBL1200764
CHEMBL1200768
CHEMBL1200769
CHEMBL1200771
CHEMBL1200772
CHEMBL1200773
CHEMBL1200776
CHEMBL1200778
CHEMBL1200779
CHEMBL1200781
CHEMBL1200782
CHEMBL1200787
CHEMBL1200788
CHEMBL1200789
CHEMBL1200791
CHEMBL1200794
CHEMBL1200795
CHEMBL1200796
CHEMBL1200798
CHEMBL1200800
CHEMBL1200803
CHEMBL1200804
CHEMBL1200805
CHEMBL1200806
CHEMBL1200809
CHEMBL1200813
CHEMBL1200814
CHEMBL1200817
CHEMBL1200819
CHEMBL1200820
CHEMBL1200822
CHEMBL1200825
CHEMBL1200828
CHEMBL1200831
CHEMBL1200832
CHEMBL1200833
CHEMBL1200836
CHEMBL1200837
CHEMBL1200841
CHEMBL1200843
CHEMBL1200850
CHEMBL1200851
CHEMBL1200852
CHEMBL1200855
CHEMBL1200859
CHEMBL1200863
CHEMBL1200869
CHEMBL1200870
CHEMBL1200873
CHEMBL1200874
CHEMBL1200875
CHEMBL1200879
CHEMBL1200880
CHEMBL1200881
CHEMBL1200883
CHEMBL1200885
CHEMBL1200887
CHEMBL1200890
CHEMBL1200891
CHEMBL1200893
CHEMBL1200895
CHEMBL1200896
CHEMBL1200901
CHEMBL1200903
CHEMBL1200904
CHEMBL1200906
CHEMBL1200912
CHEMBL1200914
CHEMBL1200916
CHEMBL1200920
CHEMBL1200925
CHEMBL1200927
CHEMBL1200928
CHEMBL1200929
CHEMBL1200930
CHEMBL1200935
CHEMBL1200936
CHEMBL1200938
CHEMBL1200940
CHEMBL1200941
CHEMBL1200944
CHEMBL1200945
CHEMBL1200947
CHEMBL1200948
CHEMBL1200949
CHEMBL1200950
CHEMBL1200952
CHEMBL1200955
CHEMBL1200961
CHEMBL1200962
CHEMBL1200964
CHEMBL1200965
CHEMBL1200967
CHEMBL1200968
CHEMBL1200970
CHEMBL1200972
CHEMBL1200974
CHEMBL1200976
CHEMBL1200977
CHEMBL1200980
CHEMBL1200981
CHEMBL1200982
CHEMBL1200984
CHEMBL1200985
CHEMBL1200987
CHEMBL1200988
CHEMBL1200991
CHEMBL1201000
CHEMBL1201001
CHEMBL1201002
CHEMBL1201003
CHEMBL1201005
CHEMBL1201006
CHEMBL1201011
CHEMBL1201013
CHEMBL1201014
CHEMBL1201015
CHEMBL1201018
CHEMBL1201019
CHEMBL1201020
CHEMBL1201022
CHEMBL1201023
CHEMBL1201027
CHEMBL1201032
CHEMBL1201035
CHEMBL1201037
CHEMBL1201038
CHEMBL1201041
CHEMBL1201042
CHEMBL1201043
CHEMBL1201044
CHEMBL1201045
CHEMBL1201047
CHEMBL1201049
CHEMBL1201050
CHEMBL1201051
CHEMBL1201052
CHEMBL1201054
CHEMBL1201057
CHEMBL1201059
CHEMBL1201060
CHEMBL1201061
CHEMBL1201063
CHEMBL1201065
CHEMBL1201066
CHEMBL1201067
CHEMBL1201068
CHEMBL1201071
CHEMBL1201080
CHEMBL1201081
CHEMBL1201082
CHEMBL1201083
CHEMBL1201084
CHEMBL1201089
CHEMBL1201092
CHEMBL1201093
CHEMBL1201102
CHEMBL1201103
CHEMBL1201104
CHEMBL1201108
CHEMBL1201110
CHEMBL1201115
CHEMBL1201118
CHEMBL1201120
CHEMBL1201121
CHEMBL1201124
CHEMBL1201127
CHEMBL1201132
CHEMBL1201138
CHEMBL1201141
CHEMBL1201142
CHEMBL1201149
CHEMBL1201150
CHEMBL1201152
CHEMBL1201153
CHEMBL1201154
CHEMBL1201155
CHEMBL1201156
CHEMBL1201159
CHEMBL1201161
CHEMBL1201162
CHEMBL1201163
CHEMBL1201167
CHEMBL1201170
CHEMBL1201171
CHEMBL1201174
CHEMBL1201177
CHEMBL1201178
CHEMBL1201180
CHEMBL1201190
CHEMBL1201728
CHEMBL1201729
CHEMBL1201731
CHEMBL1201733
CHEMBL1201734
CHEMBL1201735
CHEMBL1201740
CHEMBL1201743
CHEMBL1201745
CHEMBL1201759
